measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Peru,Male,Early Neonatal,All causes,Number,2013,3207.653599417103,3998.2031913480155,2546.97770323291
Deaths,Peru,Female,Early Neonatal,All causes,Number,2013,2390.6857028284185,2906.0516160035495,1934.5131730847647
Deaths,Peru,Both,Early Neonatal,All causes,Number,2013,5598.339302245522,6853.693042079792,4477.868038794302
Deaths,Peru,Male,Late Neonatal,All causes,Number,2013,552.7802974407715,702.2780349979828,416.69197891302343
Deaths,Peru,Female,Late Neonatal,All causes,Number,2013,796.8393142433303,1004.8118079680901,608.5525263679424
Deaths,Peru,Both,Late Neonatal,All causes,Number,2013,1349.6196116841027,1628.7256762049701,1107.74036656673
Deaths,Peru,Male,Post Neonatal,All causes,Number,2013,2769.017971661153,3405.372349829469,2205.566464273402
Deaths,Peru,Female,Post Neonatal,All causes,Number,2013,2118.1069366959764,2656.416064276528,1629.5819114267354
Deaths,Peru,Both,Post Neonatal,All causes,Number,2013,4887.124908357129,6022.855582555966,3834.1926052248473
Deaths,Peru,Male,1 to 4,All causes,Number,2013,1619.5928080487888,2004.658794066059,1284.465808156137
Deaths,Peru,Female,1 to 4,All causes,Number,2013,969.6498813533601,1204.5321196585862,771.118486947604
Deaths,Peru,Both,1 to 4,All causes,Number,2013,2589.2426894021514,3208.2432298287445,2055.4746576129346
Deaths,Peru,Male,5 to 9,All causes,Number,2013,734.39379514137,812.8371181670055,658.2106126157549
Deaths,Peru,Female,5 to 9,All causes,Number,2013,576.1644363789704,632.0135157581636,522.401152444154
Deaths,Peru,Both,5 to 9,All causes,Number,2013,1310.5582315203403,1444.6415169541594,1181.632717400982
Deaths,Peru,Male,10 to 14,All causes,Number,2013,608.4861959468097,651.870392289999,567.7278578392044
Deaths,Peru,Female,10 to 14,All causes,Number,2013,490.71706770787034,524.5603476893851,457.0277916754433
Deaths,Peru,Both,10 to 14,All causes,Number,2013,1099.2032636546808,1168.3246930952614,1034.8133642650291
Deaths,Peru,Male,15 to 19,All causes,Number,2013,1160.7273634063356,1269.5405439653048,1052.808305567065
Deaths,Peru,Female,15 to 19,All causes,Number,2013,667.1003313736101,721.0513444025952,615.0504777030824
Deaths,Peru,Both,15 to 19,All causes,Number,2013,1827.8276947799461,1950.3870748149202,1707.1254973308955
Deaths,Peru,Male,20 to 24,All causes,Number,2013,1640.8127937898125,1793.1217063968113,1492.2242212510378
Deaths,Peru,Female,20 to 24,All causes,Number,2013,768.0162865140389,836.2363567122476,701.9138651266912
Deaths,Peru,Both,20 to 24,All causes,Number,2013,2408.8290803038485,2574.986587802581,2248.4953649222657
Deaths,Peru,Male,25 to 29,All causes,Number,2013,1769.7249249873933,1924.2967705475453,1617.229211804881
Deaths,Peru,Female,25 to 29,All causes,Number,2013,830.8847909827317,910.1586675352187,755.1317037531672
Deaths,Peru,Both,25 to 29,All causes,Number,2013,2600.609715970124,2770.4930465023904,2433.4256244270246
Deaths,Peru,Male,30 to 34,All causes,Number,2013,1878.1398615675043,2043.883752168303,1715.1582938414592
Deaths,Peru,Female,30 to 34,All causes,Number,2013,919.895546035695,1009.175634188727,835.2259838784798
Deaths,Peru,Both,30 to 34,All causes,Number,2013,2798.035407603199,2981.876082083554,2615.906362960458
Deaths,Peru,Male,35 to 39,All causes,Number,2013,2026.1228358524106,2224.810157395063,1832.3118465313348
Deaths,Peru,Female,35 to 39,All causes,Number,2013,1188.4545762894923,1316.3130415219462,1065.6348333118087
Deaths,Peru,Both,35 to 39,All causes,Number,2013,3214.5774121419045,3443.768969063194,2991.1300988689527
Deaths,Peru,Male,40 to 44,All causes,Number,2013,2204.2377713165947,2428.7341693369344,1985.901253233802
Deaths,Peru,Female,40 to 44,All causes,Number,2013,1497.8405835432811,1648.0535551583866,1352.7650925775743
Deaths,Peru,Both,40 to 44,All causes,Number,2013,3702.0783548598797,3966.6927158537737,3444.2854272445775
Deaths,Peru,Male,45 to 49,All causes,Number,2013,2535.8376708009337,2798.665425336603,2280.558527261985
Deaths,Peru,Female,45 to 49,All causes,Number,2013,1880.5671677059277,2056.3658862806974,1710.1734705567676
Deaths,Peru,Both,45 to 49,All causes,Number,2013,4416.404838506872,4726.194522300868,4113.85770620684
Deaths,Peru,Male,50 to 54,All causes,Number,2013,3162.8738701761063,3483.3133428444457,2850.98421852344
Deaths,Peru,Female,50 to 54,All causes,Number,2013,2487.3997394563435,2709.1152387018524,2272.0313950301384
Deaths,Peru,Both,50 to 54,All causes,Number,2013,5650.273609632442,6030.830323990003,5271.949481463335
Deaths,Peru,Male,55 to 59,All causes,Number,2013,3552.083669926039,3892.891364618026,3218.8628545733072
Deaths,Peru,Female,55 to 59,All causes,Number,2013,2908.7129176310095,3162.3538737228146,2662.1161381053294
Deaths,Peru,Both,55 to 59,All causes,Number,2013,6460.796587557042,6881.283307774607,6048.320860475164
Deaths,Peru,Male,60 to 64,All causes,Number,2013,4200.695346503589,4573.776159940311,3833.6188896222843
Deaths,Peru,Female,60 to 64,All causes,Number,2013,3532.6916494349166,3831.7018917382543,3241.8839110574545
Deaths,Peru,Both,60 to 64,All causes,Number,2013,7733.386995938505,8208.820184310758,7278.953635576131
Deaths,Peru,Male,65 to 69,All causes,Number,2013,5187.842528239401,5639.777873592447,4742.189047027269
Deaths,Peru,Female,65 to 69,All causes,Number,2013,4307.460315331528,4679.776105604834,3945.558826049202
Deaths,Peru,Both,65 to 69,All causes,Number,2013,9495.30284357095,10079.132540683531,8937.685040955543
Deaths,Peru,Male,70 to 74,All causes,Number,2013,6258.80123500917,6803.215159670314,5721.009532869832
Deaths,Peru,Female,70 to 74,All causes,Number,2013,5264.903388632175,5734.587721332458,4808.642835965311
Deaths,Peru,Both,70 to 74,All causes,Number,2013,11523.704623641353,12235.985017775967,10837.01362900784
Deaths,Peru,Male,75 to 79,All causes,Number,2013,7713.710896696052,8363.352068202139,7068.333886767965
Deaths,Peru,Female,75 to 79,All causes,Number,2013,6514.565159994616,7083.102026826761,5961.36675855433
Deaths,Peru,Both,75 to 79,All causes,Number,2013,14228.276056690669,15086.682347321861,13401.7330114388
Deaths,Peru,Male,80 plus,All causes,Number,2013,21612.294844033077,22981.207716132398,20239.937729519905
Deaths,Peru,Female,80 plus,All causes,Number,2013,23439.88989471372,24935.264160165316,21935.34523975062
Deaths,Peru,Both,80 plus,All causes,Number,2013,45052.184738746815,47034.405644868784,43066.72191346738
Deaths,Peru,Male,All Ages,All causes,Number,2013,74395.83027996025,79734.91781101588,68979.77197812288
Deaths,Peru,Female,All Ages,All causes,Number,2013,63550.54568684702,68181.86357651798,59116.85937705735
Deaths,Peru,Both,All Ages,All causes,Number,2013,137946.3759668072,144963.27018562506,130484.96057236483
Deaths,Peru,Male,5-14 years,All causes,Number,2013,1342.879991088182,1461.050915439854,1233.6662861467041
Deaths,Peru,Female,5-14 years,All causes,Number,2013,1066.8815040868424,1150.1020317886428,984.7020258615049
Deaths,Peru,Both,5-14 years,All causes,Number,2013,2409.761495175023,2608.820016321535,2221.623953504264
Deaths,Peru,Male,15-49 years,All causes,Number,2013,13215.603221720996,14480.682942033085,11982.795587037042
Deaths,Peru,Female,15-49 years,All causes,Number,2013,7752.759282444782,8499.628433424463,7036.8106733132445
Deaths,Peru,Both,15-49 years,All causes,Number,2013,20968.362504165776,22399.56163862893,19555.621977233703
Deaths,Peru,Male,50-69 years,All causes,Number,2013,16103.495414845107,17589.758740995232,14645.655009746299
Deaths,Peru,Female,50-69 years,All causes,Number,2013,13236.264621853805,14382.947506745188,12121.590270242123
Deaths,Peru,Both,50-69 years,All causes,Number,2013,29339.76003669891,31201.599270195027,27540.15252790095
Deaths,Peru,Male,70+ years,All causes,Number,2013,35584.80697573828,38131.47117693821,33025.946094329316
Deaths,Peru,Female,70+ years,All causes,Number,2013,35219.35844334052,37744.99544767486,32707.95965655886
Deaths,Peru,Both,70+ years,All causes,Number,2013,70804.16541907878,74354.21420692714,67330.41736759346
Deaths,Peru,Male,<1 year,All causes,Number,2013,6529.451868519026,7643.043350373476,5532.859228311451
Deaths,Peru,Female,<1 year,All causes,Number,2013,5305.631953767728,6176.58815595917,4538.753242383761
Deaths,Peru,Both,<1 year,All causes,Number,2013,11835.08382228674,13813.85304835272,10073.910887868697
Deaths,Peru,Male,80 to 84,All causes,Number,2013,8264.509718662237,8871.002922240245,7657.445669548621
Deaths,Peru,Female,80 to 84,All causes,Number,2013,7923.32019801793,8522.66472455546,7327.836729431748
Deaths,Peru,Both,80 to 84,All causes,Number,2013,16187.829916680172,17029.77392092591,15365.803494022744
Deaths,Peru,Male,85 to 89,All causes,Number,2013,7111.535758340778,7567.784828959139,6659.5660924605745
Deaths,Peru,Female,85 to 89,All causes,Number,2013,7374.382800651373,7850.983344443429,6894.720718634015
Deaths,Peru,Both,85 to 89,All causes,Number,2013,14485.91855899214,15129.363552889668,13845.55484370065
Deaths,Peru,Male,90 to 94,All causes,Number,2013,4113.571486845544,4321.651388889424,3902.7852940378716
Deaths,Peru,Female,90 to 94,All causes,Number,2013,5185.739383933341,5459.249212512038,4905.915127650519
Deaths,Peru,Both,90 to 94,All causes,Number,2013,9299.310870778892,9634.017054607477,8961.393004578595
Deaths,Peru,Male,<20 years,All causes,Number,2013,10652.652031062333,12063.119013027419,9369.452233660762
Deaths,Peru,Female,<20 years,All causes,Number,2013,8009.263670581536,9087.674535582599,7033.131139826394
Deaths,Peru,Both,<20 years,All causes,Number,2013,18661.915701643888,21126.2974173055,16451.122399160482
Deaths,Peru,Male,10 to 24,All causes,Number,2013,3410.0263531429555,3701.38070597928,3123.0760538709983
Deaths,Peru,Female,10 to 24,All causes,Number,2013,1925.833685595521,2075.804446747567,1779.3546807773894
Deaths,Peru,Both,10 to 24,All causes,Number,2013,5335.860038738483,5668.059444826246,5002.711537412948
Deaths,Peru,Male,10 to 54,All causes,Number,2013,16986.963287843908,18595.72074287111,15423.358668616645
Deaths,Peru,Female,10 to 54,All causes,Number,2013,10730.876089609003,11728.494975712712,9773.973574395057
Deaths,Peru,Both,10 to 54,All causes,Number,2013,27717.839377452914,29540.06752294135,25874.276116217385
Deaths,Peru,Male,95 plus,All causes,Number,2013,2122.67788018448,2222.5316202420627,2020.2741624737014
Deaths,Peru,Female,95 plus,All causes,Number,2013,2956.447512111088,3101.890282704731,2805.6789365494674
Deaths,Peru,Both,95 plus,All causes,Number,2013,5079.125392295568,5253.625820086875,4904.514487029814
Deaths,Peru,Male,<70 years,All causes,Number,2013,38811.02330422211,41991.50058997175,35885.72172944869
Deaths,Peru,Female,<70 years,All causes,Number,2013,28331.187243506505,30456.195228401375,26200.618177900327
Deaths,Peru,Both,<70 years,All causes,Number,2013,67142.21054772865,71304.18703057908,62999.43103318279
Deaths,Peru,Male,Under 5,All causes,Number,2012,8219.32129132813,9292.585049878513,7150.85564650177
Deaths,Peru,Female,Under 5,All causes,Number,2012,6280.746405656568,7062.381858069069,5542.50491986322
Deaths,Peru,Both,Under 5,All causes,Number,2012,14500.067696984725,16351.555334169201,12735.869765317238
Deaths,Peru,Male,Early Neonatal,All causes,Number,2012,3310.6161025428532,4035.149568369537,2661.3018015826597
Deaths,Peru,Female,Early Neonatal,All causes,Number,2012,2436.9626624066836,2945.808819086013,1959.9536709825366
Deaths,Peru,Both,Early Neonatal,All causes,Number,2012,5747.578764949533,7021.693722217591,4653.046647473117
Deaths,Peru,Male,Late Neonatal,All causes,Number,2012,552.1839008586713,700.2619856687611,428.21608354659884
Deaths,Peru,Female,Late Neonatal,All causes,Number,2012,810.3286342329015,1018.7369318835637,626.2616748442007
Deaths,Peru,Both,Late Neonatal,All causes,Number,2012,1362.5125350915748,1650.191242356802,1107.9613688481638
Deaths,Peru,Male,Post Neonatal,All causes,Number,2012,2760.53282257847,3347.611032731871,2227.814276671437
Deaths,Peru,Female,Post Neonatal,All causes,Number,2012,2093.669664835245,2539.3821718966396,1675.5819602811534
Deaths,Peru,Both,Post Neonatal,All causes,Number,2012,4854.202487413715,5921.408314952138,3936.735257399803
Deaths,Peru,Male,1 to 4,All causes,Number,2012,1595.9884653481442,2024.1359611687262,1238.1544111077626
Deaths,Peru,Female,1 to 4,All causes,Number,2012,939.7854441817265,1210.0638355432366,721.9751826737356
Deaths,Peru,Both,1 to 4,All causes,Number,2012,2535.773909529873,3229.124469015964,1957.5174170106711
Deaths,Peru,Male,5 to 9,All causes,Number,2012,776.3582804217402,847.9643354893287,703.2693423995955
Deaths,Peru,Female,5 to 9,All causes,Number,2012,555.5303146005539,603.2848301522702,511.14198030937433
Deaths,Peru,Both,5 to 9,All causes,Number,2012,1331.8885950222934,1449.586520803032,1215.0092216726102
Deaths,Peru,Male,10 to 14,All causes,Number,2012,657.7139591113895,701.0444505723278,616.1099365716207
Deaths,Peru,Female,10 to 14,All causes,Number,2012,501.92895177064725,533.4857825793197,470.7609272502235
Deaths,Peru,Both,10 to 14,All causes,Number,2012,1159.6429108820369,1225.6735738860987,1094.412600479371
Deaths,Peru,Male,15 to 19,All causes,Number,2012,1194.4542187998327,1312.986597489095,1087.2859874465723
Deaths,Peru,Female,15 to 19,All causes,Number,2012,708.4588351895412,766.5843967018369,650.0655193566264
Deaths,Peru,Both,15 to 19,All causes,Number,2012,1902.9130539893727,2033.0018293442813,1780.00138509485
Deaths,Peru,Male,20 to 24,All causes,Number,2012,1674.7341386132218,1837.87711831677,1521.7404381351846
Deaths,Peru,Female,20 to 24,All causes,Number,2012,804.104635454706,877.0576837573825,731.9394632788128
Deaths,Peru,Both,20 to 24,All causes,Number,2012,2478.8387740679254,2656.0507688124935,2309.640499492628
Deaths,Peru,Male,25 to 29,All causes,Number,2012,1804.6781813501793,1969.6443542416685,1647.4222344981758
Deaths,Peru,Female,25 to 29,All causes,Number,2012,836.1513833260814,915.8569467717805,757.3155563827848
Deaths,Peru,Both,25 to 29,All causes,Number,2012,2640.82956467626,2826.849123837155,2466.0509951197023
Deaths,Peru,Male,30 to 34,All causes,Number,2012,1897.1131227734702,2071.4625676884525,1728.687279055716
Deaths,Peru,Female,30 to 34,All causes,Number,2012,1000.5261255167952,1097.4298178346976,906.548814766597
Deaths,Peru,Both,30 to 34,All causes,Number,2012,2897.639248290264,3097.7985368926493,2712.012827992191
Deaths,Peru,Male,35 to 39,All causes,Number,2012,2072.295332573598,2281.9645643351946,1873.6765349344703
Deaths,Peru,Female,35 to 39,All causes,Number,2012,1209.6231587707257,1339.852802831674,1080.4019093215595
Deaths,Peru,Both,35 to 39,All causes,Number,2012,3281.918491344318,3527.8195977448486,3051.5390582733485
Deaths,Peru,Male,40 to 44,All causes,Number,2012,2293.4921333398597,2533.9018272499247,2066.29099091542
Deaths,Peru,Female,40 to 44,All causes,Number,2012,1564.0055354264875,1720.8020257773208,1407.5857461002663
Deaths,Peru,Both,40 to 44,All causes,Number,2012,3857.49766876634,4143.818786355357,3590.891033398706
Deaths,Peru,Male,45 to 49,All causes,Number,2012,2567.0311882793376,2840.5779469551435,2308.800367305685
Deaths,Peru,Female,45 to 49,All causes,Number,2012,1913.2774433437712,2091.6339238162445,1734.419810381249
Deaths,Peru,Both,45 to 49,All causes,Number,2012,4480.3086316231165,4806.456956810068,4175.98653463593
Deaths,Peru,Male,50 to 54,All causes,Number,2012,3134.7089457895495,3461.484657100661,2825.760493022345
Deaths,Peru,Female,50 to 54,All causes,Number,2012,2523.447211398099,2747.518713583574,2297.9715227744036
Deaths,Peru,Both,50 to 54,All causes,Number,2012,5658.156157187648,6056.179602300282,5287.331822272014
Deaths,Peru,Male,55 to 59,All causes,Number,2012,3619.0784236521986,3977.3367289906414,3279.2565466784094
Deaths,Peru,Female,55 to 59,All causes,Number,2012,2964.4281282681827,3221.6688504993836,2705.1327954610847
Deaths,Peru,Both,55 to 59,All causes,Number,2012,6583.506551920371,7026.072004029903,6170.778923176416
Deaths,Peru,Male,60 to 64,All causes,Number,2012,4250.111058920729,4640.603458851821,3878.0718864222363
Deaths,Peru,Female,60 to 64,All causes,Number,2012,3514.6927489716227,3810.541641196701,3215.774739349936
Deaths,Peru,Both,60 to 64,All causes,Number,2012,7764.803807892349,8252.37208015384,7294.867074739496
Deaths,Peru,Male,65 to 69,All causes,Number,2012,5224.023365259181,5695.44804818062,4774.229897114764
Deaths,Peru,Female,65 to 69,All causes,Number,2012,4248.237620289545,4613.648714333589,3879.3162384799216
Deaths,Peru,Both,65 to 69,All causes,Number,2012,9472.260985548737,10067.152987727595,8893.811397664775
Deaths,Peru,Male,70 to 74,All causes,Number,2012,6306.310166435542,6875.075507064097,5763.156508538945
Deaths,Peru,Female,70 to 74,All causes,Number,2012,5258.331105239077,5725.474984966302,4787.373504035722
Deaths,Peru,Both,70 to 74,All causes,Number,2012,11564.641271674618,12297.905319987072,10845.20926128428
Deaths,Peru,Male,75 to 79,All causes,Number,2012,7728.767019080573,8405.676044246662,7080.523521710733
Deaths,Peru,Female,75 to 79,All causes,Number,2012,6527.4546123687305,7095.509011155319,5954.080588362962
Deaths,Peru,Both,75 to 79,All causes,Number,2012,14256.221631449307,15136.821109634031,13393.094836660192
Deaths,Peru,Male,80 plus,All causes,Number,2012,21148.12009261508,22527.607947148987,19803.875894602043
Deaths,Peru,Female,80 plus,All causes,Number,2012,22836.809039635278,24322.11654929387,21324.557958029316
Deaths,Peru,Both,80 plus,All causes,Number,2012,43984.92913225032,45985.4742529249,41990.10800319992
Deaths,Peru,Male,All Ages,All causes,Number,2012,74568.31091834373,80290.85785922752,69272.80471060949
Deaths,Peru,Female,All Ages,All causes,Number,2012,63247.75325522639,67728.45462380203,58834.91992909243
Deaths,Peru,Both,All Ages,All causes,Number,2012,137816.06417356984,145076.70848178616,130716.4544445551
Deaths,Peru,Male,5-14 years,All causes,Number,2012,1434.0722395331295,1547.0410562774762,1326.262659045486
Deaths,Peru,Female,5-14 years,All causes,Number,2012,1057.459266371201,1127.7235245145475,988.0778976225116
Deaths,Peru,Both,5-14 years,All causes,Number,2012,2491.531505904325,2675.2752398924385,2323.361860173757
Deaths,Peru,Male,15-49 years,All causes,Number,2012,13503.798315729466,14849.04061287291,12227.329352459048
Deaths,Peru,Female,15-49 years,All causes,Number,2012,8036.147117028116,8814.329075200329,7265.176006664318
Deaths,Peru,Both,15-49 years,All causes,Number,2012,21539.945432757595,23114.457839664465,20110.9844324296
Deaths,Peru,Male,50-69 years,All causes,Number,2012,16227.921793621648,17774.874490943846,14757.318823237754
Deaths,Peru,Female,50-69 years,All causes,Number,2012,13250.805708927432,14393.377919613247,12098.195296065349
Deaths,Peru,Both,50-69 years,All causes,Number,2012,29478.727502549056,31398.3563368851,27662.273682954532
Deaths,Peru,Male,70+ years,All causes,Number,2012,35183.19727813121,37810.56554560823,32647.555924851713
Deaths,Peru,Female,70+ years,All causes,Number,2012,34622.59475724311,37129.31209098821,32052.425584647404
Deaths,Peru,Both,70+ years,All causes,Number,2012,69805.79203537432,73393.19403548767,66268.63146656142
Deaths,Peru,Male,<1 year,All causes,Number,2012,6623.332825979992,7542.885278242289,5713.319726537864
Deaths,Peru,Female,<1 year,All causes,Number,2012,5340.960961474832,6052.100032453467,4652.581121265427
Deaths,Peru,Both,<1 year,All causes,Number,2012,11964.29378745483,13562.034255425835,10412.454253843627
Deaths,Peru,Male,80 to 84,All causes,Number,2012,8226.043119299578,8851.558009427112,7620.352406704872
Deaths,Peru,Female,80 to 84,All causes,Number,2012,7801.776305248464,8396.040354302875,7195.808489279269
Deaths,Peru,Both,80 to 84,All causes,Number,2012,16027.819424548066,16879.01011304601,15184.965448317766
Deaths,Peru,Male,85 to 89,All causes,Number,2012,6892.695278458621,7341.3579852040975,6452.013437081709
Deaths,Peru,Female,85 to 89,All causes,Number,2012,7189.832059655829,7665.3027315392455,6706.298291932916
Deaths,Peru,Both,85 to 89,All causes,Number,2012,14082.527338114434,14724.768489276656,13439.161725010326
Deaths,Peru,Male,90 to 94,All causes,Number,2012,3978.0589001940616,4184.612398574468,3773.7626327242438
Deaths,Peru,Female,90 to 94,All causes,Number,2012,5020.439390293892,5294.37537004036,4740.940728706259
Deaths,Peru,Both,90 to 94,All causes,Number,2012,8998.498290487953,9334.256617268804,8662.62443135396
Deaths,Peru,Male,<20 years,All causes,Number,2012,10847.84774966111,12046.72895669082,9672.504379957638
Deaths,Peru,Female,<20 years,All causes,Number,2012,8046.6645072172905,8910.128127462822,7229.962917885457
Deaths,Peru,Both,<20 years,All causes,Number,2012,18894.512256878395,20940.44599640497,16947.939612409176
Deaths,Peru,Male,10 to 24,All causes,Number,2012,3526.902316524442,3843.7571398931054,3241.677257513381
Deaths,Peru,Female,10 to 24,All causes,Number,2012,2014.4924224148986,2171.2423227769614,1855.1419969900676
Deaths,Peru,Both,10 to 24,All causes,Number,2012,5541.394738939335,5882.313637361858,5206.7139827631445
Deaths,Peru,Male,10 to 54,All causes,Number,2012,17296.221220630432,19003.913739327,15703.003619053554
Deaths,Peru,Female,10 to 54,All causes,Number,2012,11061.52328019685,12091.895085000253,10046.689397359334
Deaths,Peru,Both,10 to 54,All causes,Number,2012,28357.744500827303,30390.037202784835,26490.455393113305
Deaths,Peru,Male,95 plus,All causes,Number,2012,2051.3227946628053,2150.079553943312,1951.8906692227938
Deaths,Peru,Female,95 plus,All causes,Number,2012,2824.7612844371047,2967.362265060867,2676.259446211139
Deaths,Peru,Both,95 plus,All causes,Number,2012,4876.084079099898,5043.66877676373,4706.645378061492
Deaths,Peru,Male,<70 years,All causes,Number,2012,39385.1136402124,42614.68298062296,36393.5915968015
Deaths,Peru,Female,<70 years,All causes,Number,2012,28625.158497983277,30805.118851024687,26461.209385203296
Deaths,Peru,Both,<70 years,All causes,Number,2012,68010.27213819575,71831.7285716698,64203.08596541046
Deaths,Peru,Male,Under 5,All causes,Number,2015,7021.848491351511,8656.12762276735,5584.805852637126
Deaths,Peru,Female,Under 5,All causes,Number,2015,5400.588672148254,6500.191025579145,4339.298726403527
Deaths,Peru,Both,Under 5,All causes,Number,2015,12422.437163499753,15085.717008913589,9916.412101889704
Deaths,Peru,Male,Early Neonatal,All causes,Number,2015,2607.2844715372694,3397.7688536022915,1926.5800843431903
Deaths,Peru,Female,Early Neonatal,All causes,Number,2015,1953.7397552781977,2484.4011909734368,1491.4478034149713
Deaths,Peru,Both,Early Neonatal,All causes,Number,2015,4561.0242268154725,5894.096361562057,3423.4536983064872
Deaths,Peru,Male,Late Neonatal,All causes,Number,2015,471.29320459195463,645.4923785596974,341.8752993179297
Deaths,Peru,Female,Late Neonatal,All causes,Number,2015,653.6256064019758,869.5308456031216,498.02652235825803
Deaths,Peru,Both,Late Neonatal,All causes,Number,2015,1124.9188109939303,1436.233384741921,861.0670041546832
Deaths,Peru,Male,Post Neonatal,All causes,Number,2015,2474.696441769662,3275.315387324925,1830.9735032178776
Deaths,Peru,Female,Post Neonatal,All causes,Number,2015,1868.3142255340072,2465.480954391552,1384.017536395171
Deaths,Peru,Both,Post Neonatal,All causes,Number,2015,4343.010667303677,5726.897703519457,3210.3628813166256
Deaths,Peru,Male,1 to 4,All causes,Number,2015,1468.5743734526154,1849.2594093091611,1134.5427435927652
Deaths,Peru,Female,1 to 4,All causes,Number,2015,924.9090849340594,1148.7478278537085,716.9777529229789
Deaths,Peru,Both,1 to 4,All causes,Number,2015,2393.4834583866723,2978.789881972286,1848.9247657332628
Deaths,Peru,Male,5 to 9,All causes,Number,2015,696.2242104824576,799.7813325903136,600.3208433951257
Deaths,Peru,Female,5 to 9,All causes,Number,2015,508.3224316467733,571.1895530679861,448.03272215686115
Deaths,Peru,Both,5 to 9,All causes,Number,2015,1204.5466421292301,1368.659297951251,1047.7039946273608
Deaths,Peru,Male,10 to 14,All causes,Number,2015,539.7225355825761,593.739355317666,493.27718369045533
Deaths,Peru,Female,10 to 14,All causes,Number,2015,443.0718264957297,479.89105896438195,406.74969676783724
Deaths,Peru,Both,10 to 14,All causes,Number,2015,982.7943620783061,1064.8510404362537,907.3407320422144
Deaths,Peru,Male,15 to 19,All causes,Number,2015,1041.143878970224,1167.9075339955575,915.6236028451557
Deaths,Peru,Female,15 to 19,All causes,Number,2015,616.5994748127074,680.94887924832,554.5013767130972
Deaths,Peru,Both,15 to 19,All causes,Number,2015,1657.7433537829295,1797.287018808448,1507.0101795132384
Deaths,Peru,Male,20 to 24,All causes,Number,2015,1534.3401555734147,1717.3160324197688,1350.3098683451776
Deaths,Peru,Female,20 to 24,All causes,Number,2015,698.547567050009,779.5477092643282,621.8658791261528
Deaths,Peru,Both,20 to 24,All causes,Number,2015,2232.8877226234217,2430.082128080163,2026.8480737339153
Deaths,Peru,Male,25 to 29,All causes,Number,2015,1720.7579270520664,1913.238060792131,1525.068678979549
Deaths,Peru,Female,25 to 29,All causes,Number,2015,787.3758396043258,884.0946814363413,695.7019408222534
Deaths,Peru,Both,25 to 29,All causes,Number,2015,2508.1337666563863,2712.5941828459418,2284.1662892359723
Deaths,Peru,Male,30 to 34,All causes,Number,2015,1799.4513696904708,2003.2453734941118,1592.671442344657
Deaths,Peru,Female,30 to 34,All causes,Number,2015,905.8026923202111,1017.0662451673526,798.8078494476042
Deaths,Peru,Both,30 to 34,All causes,Number,2015,2705.254062010678,2925.4977189809974,2465.062775534212
Deaths,Peru,Male,35 to 39,All causes,Number,2015,1930.1935512025461,2172.334679533257,1689.003859404086
Deaths,Peru,Female,35 to 39,All causes,Number,2015,1096.5240133661416,1246.2373495423317,951.619589903259
Deaths,Peru,Both,35 to 39,All causes,Number,2015,3026.717564568684,3294.0545644809367,2732.775319871003
Deaths,Peru,Male,40 to 44,All causes,Number,2015,2162.0462025178044,2443.4990120639486,1882.1493877083144
Deaths,Peru,Female,40 to 44,All causes,Number,2015,1458.69606316684,1644.1027927964424,1278.0610747513242
Deaths,Peru,Both,40 to 44,All causes,Number,2015,3620.742265684644,3935.605471617116,3269.8974353109274
Deaths,Peru,Male,45 to 49,All causes,Number,2015,2509.8312369086116,2842.207859667755,2179.3815783340865
Deaths,Peru,Female,45 to 49,All causes,Number,2015,1882.214296099408,2104.513447774779,1664.276819147767
Deaths,Peru,Both,45 to 49,All causes,Number,2015,4392.04553300802,4767.160551236045,3976.5096015874187
Deaths,Peru,Male,50 to 54,All causes,Number,2015,3086.081871287416,3485.3618415872675,2688.0083440818053
Deaths,Peru,Female,50 to 54,All causes,Number,2015,2335.189863050997,2597.893759174575,2076.579980176005
Deaths,Peru,Both,50 to 54,All causes,Number,2015,5421.27173433842,5869.239356939511,4921.701410258498
Deaths,Peru,Male,55 to 59,All causes,Number,2015,3567.246943187724,4004.228669337037,3129.6791922240363
Deaths,Peru,Female,55 to 59,All causes,Number,2015,2927.0916527549525,3248.8041681551276,2609.7124776237947
Deaths,Peru,Both,55 to 59,All causes,Number,2015,6494.338595942679,6998.3594428005135,5931.603896888596
Deaths,Peru,Male,60 to 64,All causes,Number,2015,4260.039894029066,4743.512108451948,3773.784194562564
Deaths,Peru,Female,60 to 64,All causes,Number,2015,3541.925018790326,3919.3706357615847,3168.4591959718036
Deaths,Peru,Both,60 to 64,All causes,Number,2015,7801.964912819396,8371.498027851076,7162.201284781935
Deaths,Peru,Male,65 to 69,All causes,Number,2015,5226.470843836525,5808.7819132339455,4640.014582012671
Deaths,Peru,Female,65 to 69,All causes,Number,2015,4294.926593803455,4762.887489185815,3832.387903355975
Deaths,Peru,Both,65 to 69,All causes,Number,2015,9521.397437639975,10221.394179988805,8737.98318528979
Deaths,Peru,Male,70 to 74,All causes,Number,2015,6210.980620166631,6903.241370328022,5513.580850863251
Deaths,Peru,Female,70 to 74,All causes,Number,2015,5122.776783979065,5700.626331051008,4552.97872073063
Deaths,Peru,Both,70 to 74,All causes,Number,2015,11333.757404145661,12186.403707009647,10386.284227599193
